id,zone,in_type,in_number,in_channel,modifier,grid_mode,action,target,slot,transport,control_path,value_type,value,led_state_source,led_palette,notes
PAD_S7_T7_COL,GRID_COLUMN,note,50,1,,SESSION,column_connect,COMPOSITION,bank*16+7,osc,/composition/columns/{bank*16+7}/connect,int,1,column.selected[bank*16+7],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S7_T8_COL,GRID_COLUMN,note,51,1,,SESSION,column_connect,COMPOSITION,bank*16+8,osc,/composition/columns/{bank*16+8}/connect,int,1,column.selected[bank*16+8],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T1_COL,GRID_COLUMN,note,36,1,,SESSION,column_connect,COMPOSITION,bank*16+9,osc,/composition/columns/{bank*16+9}/connect,int,1,column.selected[bank*16+9],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T2_COL,GRID_COLUMN,note,37,1,,SESSION,column_connect,COMPOSITION,bank*16+10,osc,/composition/columns/{bank*16+10}/connect,int,1,column.selected[bank*16+10],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T3_COL,GRID_COLUMN,note,38,1,,SESSION,column_connect,COMPOSITION,bank*16+11,osc,/composition/columns/{bank*16+11}/connect,int,1,column.selected[bank*16+11],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T4_COL,GRID_COLUMN,note,39,1,,SESSION,column_connect,COMPOSITION,bank*16+12,osc,/composition/columns/{bank*16+12}/connect,int,1,column.selected[bank*16+12],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T5_COL,GRID_COLUMN,note,40,1,,SESSION,column_connect,COMPOSITION,bank*16+13,osc,/composition/columns/{bank*16+13}/connect,int,1,column.selected[bank*16+13],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T6_COL,GRID_COLUMN,note,41,1,,SESSION,column_connect,COMPOSITION,bank*16+14,osc,/composition/columns/{bank*16+14}/connect,int,1,column.selected[bank*16+14],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T7_COL,GRID_COLUMN,note,42,1,,SESSION,column_connect,COMPOSITION,bank*16+15,osc,/composition/columns/{bank*16+15}/connect,int,1,column.selected[bank*16+15],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S8_T8_COL,GRID_COLUMN,note,43,1,,SESSION,column_connect,COMPOSITION,bank*16+16,osc,/composition/columns/{bank*16+16}/connect,int,1,column.selected[bank*16+16],OFF|SCENE_DIM|SCENE_FULL,Fires one clip in every layer. Banks with the clip rows so vertical alignment holds.
PAD_S1_T1_FXOP,GRID_FX,note,92,1,,FX,fx_opacity_toggle,LAYER1,1,ws,/parameter/by-id/{fx[LAYER1:1].opacity_id},float,0.0<->on_value,"fx[LAYER1:1].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T1_FXBYP,GRID_FX,note,92,1,SHIFT,FX,fx_bypass_toggle,LAYER1,1,ws,/parameter/by-id/{fx[LAYER1:1].bypassed_id},bool_as_int,0|1,fx[LAYER1:1].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T1_FXCAP,GRID_FX,note,92,1,SELECT,FX,fx_capture_on_value,LAYER1,1,internal,fx[LAYER1:1].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T1_FXOP,GRID_FX,note,84,1,,FX,fx_opacity_toggle,LAYER1,2,ws,/parameter/by-id/{fx[LAYER1:2].opacity_id},float,0.0<->on_value,"fx[LAYER1:2].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T1_FXBYP,GRID_FX,note,84,1,SHIFT,FX,fx_bypass_toggle,LAYER1,2,ws,/parameter/by-id/{fx[LAYER1:2].bypassed_id},bool_as_int,0|1,fx[LAYER1:2].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T1_FXCAP,GRID_FX,note,84,1,SELECT,FX,fx_capture_on_value,LAYER1,2,internal,fx[LAYER1:2].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T1_FXOP,GRID_FX,note,76,1,,FX,fx_opacity_toggle,LAYER1,3,ws,/parameter/by-id/{fx[LAYER1:3].opacity_id},float,0.0<->on_value,"fx[LAYER1:3].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T1_FXBYP,GRID_FX,note,76,1,SHIFT,FX,fx_bypass_toggle,LAYER1,3,ws,/parameter/by-id/{fx[LAYER1:3].bypassed_id},bool_as_int,0|1,fx[LAYER1:3].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T1_FXCAP,GRID_FX,note,76,1,SELECT,FX,fx_capture_on_value,LAYER1,3,internal,fx[LAYER1:3].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T1_FXOP,GRID_FX,note,68,1,,FX,fx_opacity_toggle,LAYER1,4,ws,/parameter/by-id/{fx[LAYER1:4].opacity_id},float,0.0<->on_value,"fx[LAYER1:4].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T1_FXBYP,GRID_FX,note,68,1,SHIFT,FX,fx_bypass_toggle,LAYER1,4,ws,/parameter/by-id/{fx[LAYER1:4].bypassed_id},bool_as_int,0|1,fx[LAYER1:4].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T1_FXCAP,GRID_FX,note,68,1,SELECT,FX,fx_capture_on_value,LAYER1,4,internal,fx[LAYER1:4].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T1_FXOP,GRID_FX,note,60,1,,FX,fx_opacity_toggle,LAYER1,5,ws,/parameter/by-id/{fx[LAYER1:5].opacity_id},float,0.0<->on_value,"fx[LAYER1:5].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T1_FXBYP,GRID_FX,note,60,1,SHIFT,FX,fx_bypass_toggle,LAYER1,5,ws,/parameter/by-id/{fx[LAYER1:5].bypassed_id},bool_as_int,0|1,fx[LAYER1:5].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T1_FXCAP,GRID_FX,note,60,1,SELECT,FX,fx_capture_on_value,LAYER1,5,internal,fx[LAYER1:5].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T1_FXOP,GRID_FX,note,52,1,,FX,fx_opacity_toggle,LAYER1,6,ws,/parameter/by-id/{fx[LAYER1:6].opacity_id},float,0.0<->on_value,"fx[LAYER1:6].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T1_FXBYP,GRID_FX,note,52,1,SHIFT,FX,fx_bypass_toggle,LAYER1,6,ws,/parameter/by-id/{fx[LAYER1:6].bypassed_id},bool_as_int,0|1,fx[LAYER1:6].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T1_FXCAP,GRID_FX,note,52,1,SELECT,FX,fx_capture_on_value,LAYER1,6,internal,fx[LAYER1:6].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T1_FXOP,GRID_FX,note,44,1,,FX,fx_opacity_toggle,LAYER1,7,ws,/parameter/by-id/{fx[LAYER1:7].opacity_id},float,0.0<->on_value,"fx[LAYER1:7].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T1_FXBYP,GRID_FX,note,44,1,SHIFT,FX,fx_bypass_toggle,LAYER1,7,ws,/parameter/by-id/{fx[LAYER1:7].bypassed_id},bool_as_int,0|1,fx[LAYER1:7].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T1_FXCAP,GRID_FX,note,44,1,SELECT,FX,fx_capture_on_value,LAYER1,7,internal,fx[LAYER1:7].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T1_FXOP,GRID_FX,note,36,1,,FX,fx_opacity_toggle,LAYER1,8,ws,/parameter/by-id/{fx[LAYER1:8].opacity_id},float,0.0<->on_value,"fx[LAYER1:8].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T1_FXBYP,GRID_FX,note,36,1,SHIFT,FX,fx_bypass_toggle,LAYER1,8,ws,/parameter/by-id/{fx[LAYER1:8].bypassed_id},bool_as_int,0|1,fx[LAYER1:8].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T1_FXCAP,GRID_FX,note,36,1,SELECT,FX,fx_capture_on_value,LAYER1,8,internal,fx[LAYER1:8].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T2_FXOP,GRID_FX,note,93,1,,FX,fx_opacity_toggle,LAYER2,1,ws,/parameter/by-id/{fx[LAYER2:1].opacity_id},float,0.0<->on_value,"fx[LAYER2:1].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T2_FXBYP,GRID_FX,note,93,1,SHIFT,FX,fx_bypass_toggle,LAYER2,1,ws,/parameter/by-id/{fx[LAYER2:1].bypassed_id},bool_as_int,0|1,fx[LAYER2:1].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T2_FXCAP,GRID_FX,note,93,1,SELECT,FX,fx_capture_on_value,LAYER2,1,internal,fx[LAYER2:1].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T2_FXOP,GRID_FX,note,85,1,,FX,fx_opacity_toggle,LAYER2,2,ws,/parameter/by-id/{fx[LAYER2:2].opacity_id},float,0.0<->on_value,"fx[LAYER2:2].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T2_FXBYP,GRID_FX,note,85,1,SHIFT,FX,fx_bypass_toggle,LAYER2,2,ws,/parameter/by-id/{fx[LAYER2:2].bypassed_id},bool_as_int,0|1,fx[LAYER2:2].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T2_FXCAP,GRID_FX,note,85,1,SELECT,FX,fx_capture_on_value,LAYER2,2,internal,fx[LAYER2:2].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T2_FXOP,GRID_FX,note,77,1,,FX,fx_opacity_toggle,LAYER2,3,ws,/parameter/by-id/{fx[LAYER2:3].opacity_id},float,0.0<->on_value,"fx[LAYER2:3].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T2_FXBYP,GRID_FX,note,77,1,SHIFT,FX,fx_bypass_toggle,LAYER2,3,ws,/parameter/by-id/{fx[LAYER2:3].bypassed_id},bool_as_int,0|1,fx[LAYER2:3].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T2_FXCAP,GRID_FX,note,77,1,SELECT,FX,fx_capture_on_value,LAYER2,3,internal,fx[LAYER2:3].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T2_FXOP,GRID_FX,note,69,1,,FX,fx_opacity_toggle,LAYER2,4,ws,/parameter/by-id/{fx[LAYER2:4].opacity_id},float,0.0<->on_value,"fx[LAYER2:4].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T2_FXBYP,GRID_FX,note,69,1,SHIFT,FX,fx_bypass_toggle,LAYER2,4,ws,/parameter/by-id/{fx[LAYER2:4].bypassed_id},bool_as_int,0|1,fx[LAYER2:4].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T2_FXCAP,GRID_FX,note,69,1,SELECT,FX,fx_capture_on_value,LAYER2,4,internal,fx[LAYER2:4].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T2_FXOP,GRID_FX,note,61,1,,FX,fx_opacity_toggle,LAYER2,5,ws,/parameter/by-id/{fx[LAYER2:5].opacity_id},float,0.0<->on_value,"fx[LAYER2:5].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T2_FXBYP,GRID_FX,note,61,1,SHIFT,FX,fx_bypass_toggle,LAYER2,5,ws,/parameter/by-id/{fx[LAYER2:5].bypassed_id},bool_as_int,0|1,fx[LAYER2:5].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T2_FXCAP,GRID_FX,note,61,1,SELECT,FX,fx_capture_on_value,LAYER2,5,internal,fx[LAYER2:5].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T2_FXOP,GRID_FX,note,53,1,,FX,fx_opacity_toggle,LAYER2,6,ws,/parameter/by-id/{fx[LAYER2:6].opacity_id},float,0.0<->on_value,"fx[LAYER2:6].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T2_FXBYP,GRID_FX,note,53,1,SHIFT,FX,fx_bypass_toggle,LAYER2,6,ws,/parameter/by-id/{fx[LAYER2:6].bypassed_id},bool_as_int,0|1,fx[LAYER2:6].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T2_FXCAP,GRID_FX,note,53,1,SELECT,FX,fx_capture_on_value,LAYER2,6,internal,fx[LAYER2:6].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T2_FXOP,GRID_FX,note,45,1,,FX,fx_opacity_toggle,LAYER2,7,ws,/parameter/by-id/{fx[LAYER2:7].opacity_id},float,0.0<->on_value,"fx[LAYER2:7].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T2_FXBYP,GRID_FX,note,45,1,SHIFT,FX,fx_bypass_toggle,LAYER2,7,ws,/parameter/by-id/{fx[LAYER2:7].bypassed_id},bool_as_int,0|1,fx[LAYER2:7].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T2_FXCAP,GRID_FX,note,45,1,SELECT,FX,fx_capture_on_value,LAYER2,7,internal,fx[LAYER2:7].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T2_FXOP,GRID_FX,note,37,1,,FX,fx_opacity_toggle,LAYER2,8,ws,/parameter/by-id/{fx[LAYER2:8].opacity_id},float,0.0<->on_value,"fx[LAYER2:8].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T2_FXBYP,GRID_FX,note,37,1,SHIFT,FX,fx_bypass_toggle,LAYER2,8,ws,/parameter/by-id/{fx[LAYER2:8].bypassed_id},bool_as_int,0|1,fx[LAYER2:8].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T2_FXCAP,GRID_FX,note,37,1,SELECT,FX,fx_capture_on_value,LAYER2,8,internal,fx[LAYER2:8].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T3_FXOP,GRID_FX,note,94,1,,FX,fx_opacity_toggle,LAYER3,1,ws,/parameter/by-id/{fx[LAYER3:1].opacity_id},float,0.0<->on_value,"fx[LAYER3:1].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T3_FXBYP,GRID_FX,note,94,1,SHIFT,FX,fx_bypass_toggle,LAYER3,1,ws,/parameter/by-id/{fx[LAYER3:1].bypassed_id},bool_as_int,0|1,fx[LAYER3:1].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T3_FXCAP,GRID_FX,note,94,1,SELECT,FX,fx_capture_on_value,LAYER3,1,internal,fx[LAYER3:1].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T3_FXOP,GRID_FX,note,86,1,,FX,fx_opacity_toggle,LAYER3,2,ws,/parameter/by-id/{fx[LAYER3:2].opacity_id},float,0.0<->on_value,"fx[LAYER3:2].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T3_FXBYP,GRID_FX,note,86,1,SHIFT,FX,fx_bypass_toggle,LAYER3,2,ws,/parameter/by-id/{fx[LAYER3:2].bypassed_id},bool_as_int,0|1,fx[LAYER3:2].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T3_FXCAP,GRID_FX,note,86,1,SELECT,FX,fx_capture_on_value,LAYER3,2,internal,fx[LAYER3:2].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T3_FXOP,GRID_FX,note,78,1,,FX,fx_opacity_toggle,LAYER3,3,ws,/parameter/by-id/{fx[LAYER3:3].opacity_id},float,0.0<->on_value,"fx[LAYER3:3].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T3_FXBYP,GRID_FX,note,78,1,SHIFT,FX,fx_bypass_toggle,LAYER3,3,ws,/parameter/by-id/{fx[LAYER3:3].bypassed_id},bool_as_int,0|1,fx[LAYER3:3].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T3_FXCAP,GRID_FX,note,78,1,SELECT,FX,fx_capture_on_value,LAYER3,3,internal,fx[LAYER3:3].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T3_FXOP,GRID_FX,note,70,1,,FX,fx_opacity_toggle,LAYER3,4,ws,/parameter/by-id/{fx[LAYER3:4].opacity_id},float,0.0<->on_value,"fx[LAYER3:4].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T3_FXBYP,GRID_FX,note,70,1,SHIFT,FX,fx_bypass_toggle,LAYER3,4,ws,/parameter/by-id/{fx[LAYER3:4].bypassed_id},bool_as_int,0|1,fx[LAYER3:4].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T3_FXCAP,GRID_FX,note,70,1,SELECT,FX,fx_capture_on_value,LAYER3,4,internal,fx[LAYER3:4].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T3_FXOP,GRID_FX,note,62,1,,FX,fx_opacity_toggle,LAYER3,5,ws,/parameter/by-id/{fx[LAYER3:5].opacity_id},float,0.0<->on_value,"fx[LAYER3:5].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T3_FXBYP,GRID_FX,note,62,1,SHIFT,FX,fx_bypass_toggle,LAYER3,5,ws,/parameter/by-id/{fx[LAYER3:5].bypassed_id},bool_as_int,0|1,fx[LAYER3:5].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T3_FXCAP,GRID_FX,note,62,1,SELECT,FX,fx_capture_on_value,LAYER3,5,internal,fx[LAYER3:5].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T3_FXOP,GRID_FX,note,54,1,,FX,fx_opacity_toggle,LAYER3,6,ws,/parameter/by-id/{fx[LAYER3:6].opacity_id},float,0.0<->on_value,"fx[LAYER3:6].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T3_FXBYP,GRID_FX,note,54,1,SHIFT,FX,fx_bypass_toggle,LAYER3,6,ws,/parameter/by-id/{fx[LAYER3:6].bypassed_id},bool_as_int,0|1,fx[LAYER3:6].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T3_FXCAP,GRID_FX,note,54,1,SELECT,FX,fx_capture_on_value,LAYER3,6,internal,fx[LAYER3:6].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T3_FXOP,GRID_FX,note,46,1,,FX,fx_opacity_toggle,LAYER3,7,ws,/parameter/by-id/{fx[LAYER3:7].opacity_id},float,0.0<->on_value,"fx[LAYER3:7].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T3_FXBYP,GRID_FX,note,46,1,SHIFT,FX,fx_bypass_toggle,LAYER3,7,ws,/parameter/by-id/{fx[LAYER3:7].bypassed_id},bool_as_int,0|1,fx[LAYER3:7].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T3_FXCAP,GRID_FX,note,46,1,SELECT,FX,fx_capture_on_value,LAYER3,7,internal,fx[LAYER3:7].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T3_FXOP,GRID_FX,note,38,1,,FX,fx_opacity_toggle,LAYER3,8,ws,/parameter/by-id/{fx[LAYER3:8].opacity_id},float,0.0<->on_value,"fx[LAYER3:8].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T3_FXBYP,GRID_FX,note,38,1,SHIFT,FX,fx_bypass_toggle,LAYER3,8,ws,/parameter/by-id/{fx[LAYER3:8].bypassed_id},bool_as_int,0|1,fx[LAYER3:8].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T3_FXCAP,GRID_FX,note,38,1,SELECT,FX,fx_capture_on_value,LAYER3,8,internal,fx[LAYER3:8].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T4_FXOP,GRID_FX,note,95,1,,FX,fx_opacity_toggle,COMPOSITION,1,ws,/parameter/by-id/{fx[COMPOSITION:1].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:1].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T4_FXBYP,GRID_FX,note,95,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,1,ws,/parameter/by-id/{fx[COMPOSITION:1].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:1].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T4_FXCAP,GRID_FX,note,95,1,SELECT,FX,fx_capture_on_value,COMPOSITION,1,internal,fx[COMPOSITION:1].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T4_FXOP,GRID_FX,note,87,1,,FX,fx_opacity_toggle,COMPOSITION,2,ws,/parameter/by-id/{fx[COMPOSITION:2].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:2].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
